System,3wrobotNI
Controller,MPC
dt,0.2
state_init,[-3.   -3.    1.57]
Nactor,3
pred_step_size_multiplier,1.0
buffer_size,25
run_obj_struct,quadratic
R1_diag,"[10, 100, 1, 0, 0]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,25
gamma,0.9
critic_period_multiplier,1.0
critic_struct,quad-mix
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],run_obj,accum_obj,v [m/s],omega [rad/s]
0.0001,-3.0,-3.0,1.57,992.4649,198.49298,-0.22000000000000003,-0.284
0.0011,-3.0000001847690716,-3.0001999478407635,1.5697418854166667,992.5840733753482,397.00979467506966,-0.22000000000000003,-0.284
0.009625025278351221,-3.00000443277506,-3.0020754481330694,1.567320778237615,993.7024600169324,595.7502866784562,-0.22000000000000003,-0.284
0.09487527806186344,-3.0002966379197873,-3.0208277691927483,1.5431097064470976,1004.9390278338627,796.7380922452287,-0.22000000000000003,-0.284
0.19487527806186344,-3.001217843169795,-3.0428077339449637,1.5147097064470976,1018.235321491941,1000.3851565436169,-0.22000000000000003,-0.284
0.2948752780618634,-3.0027628240301727,-3.0647526765004214,1.4863097064470976,1031.645859128905,1206.714328369398,2.2,-0.5125277270440781
0.3948752780618634,-2.980900100890028,-2.8679728485126823,1.4371398687548103,913.4498510978212,1389.404298588962,2.2,-0.5125277270440781
0.4948752780618634,-2.946009682579896,-2.650781539548874,1.3858870960504024,791.3746905828538,1547.6792367055327,2.2,-0.5125277270440781
0.5948752780618634,-2.9000382962236966,-2.4356628801635067,1.3346343233459945,679.1288365533325,1683.505004016199,2.1999999999893416,-0.0009387242469015202
0.6948752780618633,-2.847459052279788,-2.221703398227624,1.3298775303228927,576.4454037593761,1798.7940847680743,2.1999999999893416,-0.0009387242469015202
0.7948752780618633,-2.7949581272808532,-2.0080596460647175,1.3297836578982025,483.11658812470193,1895.4174023930148,2.1999999999893416,-0.0009387242469015202
0.8948752780618633,-2.7424371472562328,-1.7944208232322498,1.3296897854735124,398.9722990770522,1975.2118622084251,2.2,-0.10688371932970997
0.9948752780618633,-2.6889682197314033,-1.5810039259484958,1.3199670580269731,324.0051552879868,2040.0128932660225,2.2,-0.10688371932970997
1.0948752780618634,-2.633224721442971,-1.3681842801751303,1.3092786860940022,258.24575746587806,2091.662044759198,2.199999999997971,-0.6021078329783034
1.1948752780618634,-2.570860548283436,-1.1569247818306194,1.253581664248698,201.51220165752522,2131.964485090703,2.199999999997971,-0.6021078329783034
1.2948752780618635,-2.4959884548896776,-0.9500926054186136,1.1933708809508676,153.99131361604,2162.762747813911,2.1999999999996747,-1.4287890726632422
1.3948752780618636,-2.401778827934536,-0.7505511284063464,1.0580268287337549,115.1375357886703,2185.790254971645,2.1999999999996747,-1.4287890726632422
1.4948752780618637,-2.2805432775748655,-0.5671944832331078,0.9151479214674305,85.0172303080925,2202.7937010332635,2.1999999999999926,-2.4683413429936114
1.5948752780618638,-2.126960176538225,-0.408578432883669,0.6777888729653512,62.39262726387828,2215.272226486039,2.1999999999999926,-2.4683413429936114
1.6948752780618639,-1.9403837830217485,-0.2930621628998761,0.43095473866598977,46.42515737327194,2224.5572579606933,2.2,-2.3090952267535423
1.794875278061864,-1.7315777801892223,-0.2252457453075361,0.1985937539936556,35.096620145490384,2231.5765819897915,2.2,-2.3090952267535423
1.894875278061864,-1.5128244191887135,-0.20701679157502645,-0.03231576868169875,27.173016741243963,2237.0111853380404,2.1999999999999815,0.25249757953378
1.9948752780618642,-1.2854804501416761,-0.2193518732061275,-0.030413861827293734,21.337049307859413,2241.2785951996125,2.1999999999999815,0.25249757953378
2.0948752780618642,-1.0655211017335715,-0.22326513907310422,-0.005164103873915707,16.338111082897317,2244.546217416192,2.2,2.480444253324584
2.1948752780618643,-0.8410469807798362,-0.2023147144886254,0.22257351583805374,11.216263578602694,2246.789470131913,2.2,2.480444253324584
2.2948752780618644,-0.634659415144396,-0.12777260497826348,0.47061794117051226,5.881990837158976,2247.9658682993445,2.2,0.01672359864673527
2.3948752780618645,-0.4357964342987828,-0.01805642111136206,0.4947460882523016,2.176562447651371,2248.4011807888746,2.2,0.01672359864673527
2.4948752780618646,-0.2422642245815648,0.08656323536673771,0.4964184481169751,1.5826701924676576,2248.717714827368,0.6335997490227391,-2.84
2.5948752780618647,-0.1687829801818349,0.11856525419701403,0.23845629341714042,1.747510298141113,2249.0672168869964,0.6335997490227391,-2.84
2.6948752780618648,-0.10592925007391403,0.12464676433846626,-0.04554370658285978,1.6679658754264384,2249.4008100620817,-0.5322044562655927,-2.561762958740592
