System,3wrobotNI
Controller,N_CTRL
dt,0.1
state_init,[-3.   -3.    1.57]
Nactor,3
pred_step_size_multiplier,1.0
buffer_size,25
run_obj_struct,quadratic
R1_diag,"[10, 100, 10, 0, 0]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,25
gamma,0.9
critic_period_multiplier,1.0
critic_struct,quad-mix
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],run_obj,accum_obj,v [m/s],omega [rad/s]
0.0001,-3.0,-3.0,1.57,1,0.1,-0.22000000000000003,-0.284
0.0011,-3.0000001847690716,-3.0001999478407635,1.5697418854166667,1,0.2,-0.22000000000000003,-0.284
0.009625025278351221,-3.00000443277506,-3.0020754481330694,1.567320778237615,1,0.30000000000000004,-0.22000000000000003,-0.284
0.05962502527835122,-3.0001207606633944,-3.0130747405936202,1.553120778237615,1,0.4,-0.22000000000000003,-0.284
0.10962502527835122,-3.0003932615277176,-3.0240712723236376,1.538920778237615,1,0.5,4.259972627132014,-0.6899881345514658
0.1596250252783512,-2.9955458446427383,-2.9251969697085527,1.5062715778523987,1,0.6,2.2,-0.6899881345514658
0.2096250252783512,-2.9865611223543436,-2.815569989974824,1.4717721711248255,1,0.7,2.2,-0.6899881345514658
0.2596250252783512,-2.9738004308192996,-2.706318149387645,1.4372727643972523,1,0.7999999999999999,4.0209012581815555,-0.6398140777443704
0.3096250252783512,-2.957390328555667,-2.5975534397317137,1.405053402699064,1,0.8999999999999999,2.2,-0.6398140777443704
0.35962502527835116,-2.937509831982281,-2.4893696426191774,1.3730626988118455,1,0.9999999999999999,2.2,-0.6398140777443704
0.40962502527835115,-2.91417922190647,-2.381877081317563,1.341071994924627,1,1.0999999999999999,3.7637453378114296,-0.6117782948610271
0.45962502527835114,-2.88748339686651,-2.2751699308525803,1.310355312941873,1,1.2,2.2,-0.6117782948610271
0.5096250252783512,-2.85753654748459,-2.169329282883712,1.2797663981988217,1,1.3,3.5876879264767316,-0.6020632455720806
0.5596250252783512,-2.8243874456686076,-2.0644473187270065,1.2496189616070519,1,1.4000000000000001,2.2,-0.6020632455720806
